,date,^spx_zamkniecie,aapl.us_zamkniecie,mcd.us_zamkniecie,msft.us_zamkniecie
3077,2012-03-27,1412.52,18.707,72.2121,26.2477
3078,2012-03-28,1405.54,18.8026,72.0174,25.9817
3079,2012-03-29,1403.28,18.5664,72.4335,25.927
3080,2012-03-30,1408.47,18.2513,72.7757,26.0422
3081,2012-04-02,1419.04,18.8346,72.9665,26.066
3082,2012-04-03,1413.38,19.1585,73.7366,25.7801
3083,2012-04-04,1398.96,19.0061,72.3154,25.1934
3084,2012-04-05,1398.08,19.2802,73.117,25.4387
3085,2012-04-09,1382.2,19.369,73.353,25.1041
3086,2012-04-10,1358.59,19.1327,72.4541,24.5937
3087,2012-04-11,1368.71,19.0639,73.117,24.4906
3088,2012-04-12,1387.57,18.9591,72.4412,25.0068
3089,2012-04-13,1370.26,18.4238,71.9358,24.8718
3090,2012-04-16,1369.57,17.6601,71.6466,25.0882
3091,2012-04-17,1390.78,18.5614,72.0449,25.3841
3092,2012-04-18,1385.14,18.5205,72.2121,25.1359
3093,2012-04-19,1376.92,17.8844,70.6807,25.0296
3094,2012-04-20,1378.53,17.4438,71.1736,26.1684
3095,2012-04-23,1366.94,17.4049,70.6139,25.927
3096,2012-04-24,1371.97,17.056,70.1683,25.7633
3097,2012-04-25,1390.69,18.5704,70.6376,25.9907
3098,2012-04-26,1399.98,18.5006,71.0879,25.9171
3099,2012-04-27,1403.36,18.358,72.2406,25.81
3100,2012-04-30,1397.91,17.7778,72.2919,25.8387
3101,2012-05-01,1405.82,17.7219,72.1039,25.8377
3102,2012-05-02,1402.31,17.8396,72.338,25.67
3103,2012-05-03,1391.57,17.712,71.9918,25.6312
3104,2012-05-04,1369.1,17.2086,71.1195,25.0078
3105,2012-05-07,1369.58,17.3381,70.852,24.7377
3106,2012-05-08,1363.72,17.2992,69.3973,24.6196
3107,2012-05-09,1354.58,17.3282,68.2003,24.832
3108,2012-05-10,1357.99,17.369,68.157,24.8132
3109,2012-05-11,1353.39,17.2534,68.1806,25.1557
3110,2012-05-14,1338.35,16.9932,67.4194,24.7625
3111,2012-05-15,1330.66,16.8407,67.5109,24.5432
3112,2012-05-16,1324.8,16.6253,67.8255,24.2909
3113,2012-05-17,1304.86,16.1387,66.484,24.147
3114,2012-05-18,1295.22,16.1467,66.6532,23.7787
3115,2012-05-21,1315.99,17.0879,67.7066,24.1679
3116,2012-05-22,1316.63,16.9543,67.7597,24.1768
3117,2012-05-23,1318.86,17.37,67.8639,23.6536
3118,2012-05-24,1320.68,17.2106,67.8993,23.6178
3119,2012-05-25,1317.82,17.1188,67.5423,23.6109
3120,2012-05-29,1332.42,17.4229,67.4321,24.016
3121,2012-05-30,1313.32,17.6313,66.8449,23.8363
3122,2012-05-31,1310.33,17.5863,66.7948,23.7162
3123,2012-06-01,1278.04,17.0789,64.8277,23.1156
3124,2012-06-04,1278.18,17.1796,64.5356,23.1949
3125,2012-06-05,1285.5,17.1358,65.1031,23.1562
3126,2012-06-06,1315.13,17.3979,66.2883,23.8452
3127,2012-06-07,1314.99,17.4059,66.0749,23.747
3128,2012-06-08,1325.66,17.6661,65.6077,24.0924
3129,2012-06-11,1308.93,17.389,64.7392,23.4788
3130,2012-06-12,1324.18,17.5405,65.4258,23.7955
3131,2012-06-13,1314.88,17.4189,65.769,23.6685
3132,2012-06-14,1329.1,17.3999,67.0781,23.8363
3133,2012-06-15,1342.84,17.4777,67.6612,24.3923
3134,2012-06-18,1344.78,17.8326,67.4695,24.2434
3135,2012-06-19,1357.98,17.8834,66.9905,24.9422
3136,2012-06-20,1355.69,17.8316,66.2795,25.1299
3137,2012-06-21,1325.51,17.5843,65.5241,24.4886
3138,2012-06-22,1335.02,17.7209,66.0552,24.9422
3139,2012-06-25,1313.72,17.376,65.8821,24.2592
3140,2012-06-26,1319.99,17.4149,66.6148,24.3923
3141,2012-06-27,1331.85,17.4897,66.0415,24.5113
3142,2012-06-28,1329.04,17.3242,65.9264,24.2979
3143,2012-06-29,1362.16,17.7788,66.1919,24.8549
3144,2012-07-02,1365.51,18.04,65.8536,24.832
3145,2012-07-03,1374.02,18.2473,66.2234,24.9919
3146,2012-07-05,1367.58,18.5684,66.7654,24.9422
3147,2012-07-06,1354.68,18.4447,67.0319,24.5203
3148,2012-07-09,1352.46,18.688,67.1381,24.3773
3149,2012-07-10,1341.47,18.5155,67.4745,24.16
3150,2012-07-11,1341.45,18.3999,66.9345,23.8045
3151,2012-07-12,1334.76,18.2324,68.7314,23.2654
3152,2012-07-13,1356.78,18.4159,68.9989,23.876
3153,2012-07-16,1353.64,18.4766,68.5209,23.9187
3154,2012-07-17,1363.67,18.4776,68.6999,24.0984
3155,2012-07-18,1372.78,18.4557,68.9478,24.7377
3156,2012-07-19,1376.51,18.703,69.351,24.9175
3157,2012-07-20,1362.66,18.3959,68.4698,24.4637
3158,2012-07-23,1350.52,18.3829,66.4959,23.7867
3159,2012-07-24,1338.31,18.2942,65.8388,23.6845
3160,2012-07-25,1337.89,17.5046,65.8231,23.4223
3161,2012-07-26,1360.02,17.5016,66.5401,23.6933
3162,2012-07-27,1385.97,17.8146,66.6836,24.1679
3163,2012-07-30,1385.3,18.1148,66.786,24.0834
3164,2012-07-31,1379.32,18.5953,66.8095,23.9445
3165,2012-08-01,1375.32,18.4737,66.8607,23.8929
3166,2012-08-02,1365.0,18.5026,66.9846,23.7162
3167,2012-08-03,1390.99,18.7438,66.9846,24.1679
3168,2012-08-06,1394.23,18.9532,67.0564,24.3346
3169,2012-08-07,1401.35,18.9013,66.545,24.5849
3170,2012-08-08,1402.22,18.8714,65.4386,24.6424
3171,2012-08-09,1402.8,18.9771,65.1553,24.7805
3172,2012-08-10,1405.87,19.0081,65.9421,24.714
3173,2012-08-13,1404.11,19.2612,65.7208,24.689
3174,2012-08-14,1403.93,19.3141,65.8821,24.6424
3175,2012-08-15,1405.53,19.2882,65.65,24.699
3176,2012-08-16,1415.51,19.4566,65.3884,25.1726
3177,2012-08-17,1418.16,19.8145,65.3147,25.2728
3178,2012-08-20,1418.13,20.335,65.9185,25.1418
3179,2012-08-21,1413.17,20.0588,66.1841,25.1874
3180,2012-08-22,1413.49,20.4496,66.2067,24.9779
3181,2012-08-23,1402.08,20.2582,65.9795,24.7387
3182,2012-08-24,1411.13,20.2762,66.4802,24.9939
3183,2012-08-27,1410.44,20.661,66.9444,25.1011
3184,2012-08-28,1409.3,20.6331,66.6453,25.0515
3185,2012-08-29,1410.49,20.5921,67.025,25.0673
3186,2012-08-30,1399.48,20.2961,66.8401,24.7973
3187,2012-08-31,1406.58,20.338,67.4351,25.2043
3188,2012-09-04,1404.94,20.6381,67.1037,24.8559
3189,2012-09-05,1403.44,20.4925,67.1105,24.8559
3190,2012-09-06,1432.12,20.6779,68.3242,25.6292
3191,2012-09-07,1437.92,20.8036,68.5849,25.3136
3192,2012-09-10,1429.08,20.2622,68.7953,25.1239
3193,2012-09-11,1433.56,20.1974,68.7226,25.1805
3194,2012-09-12,1436.56,20.4785,68.4354,25.1726
3195,2012-09-13,1459.99,20.8793,68.9989,25.2957
3196,2012-09-14,1465.77,21.1355,69.0982,25.5251
3197,2012-09-17,1461.19,21.3957,69.4307,25.5251
3198,2012-09-18,1459.32,21.4615,70.1359,25.4902
3199,2012-09-19,1461.05,21.4665,69.95,25.3949
3200,2012-09-20,1460.26,21.3639,70.189,25.7215
3201,2012-09-21,1460.15,21.4057,70.6109,25.5081
3202,2012-09-24,1456.89,21.1216,70.6109,25.1726
3203,2012-09-25,1441.59,20.5951,69.9726,24.8559
3204,2012-09-26,1433.32,20.336,70.2313,24.6713
3205,2012-09-27,1447.15,20.8314,70.2805,24.6653
3206,2012-09-28,1440.67,20.3958,69.1356,24.3396
3207,2012-10-01,1444.49,20.1605,69.3185,24.1192
3208,2012-10-02,1445.75,20.2174,68.5169,24.2562
3209,2012-10-03,1450.99,20.5303,68.0833,24.423
3210,2012-10-04,1461.4,20.3868,68.5937,24.561
3211,2012-10-05,1460.93,19.9531,68.572,24.4141
3212,2012-10-08,1455.88,19.5125,68.9753,24.3576
3213,2012-10-09,1441.48,19.4408,69.4071,23.9484
3214,2012-10-10,1432.56,19.5942,69.6254,23.7032
3215,2012-10-11,1432.84,19.2034,69.5989,23.6765
3216,2012-10-12,1428.59,19.2533,69.7071,23.879
3217,2012-10-15,1440.13,19.4078,70.4556,24.1351
3218,2012-10-16,1454.92,19.8674,70.8991,24.1192
3219,2012-10-17,1460.91,19.7079,70.5912,24.2007
3220,2012-10-18,1457.34,19.343,69.9726,24.1281
3221,2012-10-19,1433.19,18.6462,66.8519,23.4223
3222,2012-10-22,1433.82,19.3858,66.6502,22.9022
3223,2012-10-23,1413.11,18.7528,66.2805,22.9418
3224,2012-10-24,1408.75,18.8595,65.7661,22.8197
3225,2012-10-25,1412.97,18.6362,65.8044,22.8048
3226,2012-10-26,1411.94,18.4667,65.3372,23.0729
3227,2012-10-31,1412.16,18.2025,65.4081,23.3399
3228,2012-11-01,1427.59,18.2373,65.4081,24.1351
3229,2012-11-02,1414.2,17.6342,65.4503,24.1281
3230,2012-11-05,1417.26,17.8744,65.9027,24.2314
3231,2012-11-06,1428.39,17.8206,66.2893,24.423
3232,2012-11-07,1394.53,17.1388,65.4503,23.7817
3233,2012-11-08,1377.51,16.5176,64.1461,23.5632
3234,2012-11-09,1379.85,16.8017,63.8541,23.5791
3235,2012-11-12,1380.03,16.6731,63.9583,23.0789
3236,2012-11-13,1374.53,16.6751,63.7773,22.3372
3237,2012-11-14,1355.49,16.4897,63.7626,22.1317
3238,2012-11-15,1353.33,16.1437,63.3338,21.9818
3239,2012-11-16,1359.88,16.2075,63.3859,21.8687
3240,2012-11-19,1386.89,17.375,64.0832,22.0394
3241,2012-11-20,1387.81,17.2284,64.5622,22.0244
3242,2012-11-21,1391.03,17.2524,64.81,22.2231
3243,2012-11-23,1409.15,17.5525,65.5949,22.8415
3244,2012-11-26,1406.29,18.1068,64.9851,22.5834
3245,2012-11-27,1398.94,17.9622,64.7452,22.3283
3246,2012-11-28,1409.93,17.9044,65.1956,22.5586
3247,2012-11-29,1415.95,18.1008,65.7562,22.2231
3248,2012-11-30,1416.18,17.9782,66.1791,21.9421
3249,2012-12-03,1409.46,18.004,66.1939,21.7962
3250,2012-12-04,1407.05,17.6861,66.2982,21.7435
3251,2012-12-05,1409.28,16.5495,66.1211,21.9907
3252,2012-12-06,1413.94,16.8077,66.9768,22.0394
3253,2012-12-07,1418.07,16.377,67.2728,21.811
3254,2012-12-10,1418.55,16.2724,67.979,22.2151
3255,2012-12-11,1427.84,16.6293,68.1364,22.5278
3256,2012-12-12,1428.48,16.5565,67.9003,22.4593
3257,2012-12-13,1419.45,16.2684,67.7951,22.3541
3258,2012-12-14,1413.58,15.6572,67.5777,22.1039
3259,2012-12-17,1430.36,15.9374,68.3566,22.3372
3260,2012-12-18,1446.79,16.397,68.8199,22.7224
3261,2012-12-19,1435.81,16.1657,68.2063,22.5189
3262,2012-12-20,1443.69,16.0231,68.458,22.8267
3263,2012-12-21,1430.15,15.9513,68.5643,22.636
3264,2012-12-24,1426.66,15.9773,67.8856,22.3114
3265,2012-12-26,1419.83,15.756,67.4705,22.1487
3266,2012-12-27,1418.1,15.8198,67.4558,22.232
3267,2012-12-28,1402.43,15.6512,66.5874,21.8935
3268,2012-12-31,1426.19,16.3442,67.0653,22.0244
3269,2013-01-02,1462.42,16.8635,68.5159,22.776
3270,2013-01-03,1459.37,16.6502,68.9055,22.4693
3271,2013-01-04,1466.47,16.1876,68.3154,22.0464
3272,2013-01-07,1461.89,16.0899,69.1149,22.0096
3273,2013-01-08,1457.15,16.1338,69.1405,21.8935
3274,2013-01-09,1461.02,15.8826,69.0451,22.0166
3275,2013-01-10,1472.12,16.0769,69.4927,21.819
3276,2013-01-11,1472.05,15.9813,69.7435,22.1218
3277,2013-01-14,1470.68,15.411,69.592,22.1734
3278,2013-01-15,1472.34,14.9234,69.5743,22.4345
3279,2013-01-16,1472.63,15.5436,69.2615,22.2955
3280,2013-01-17,1480.94,15.4399,69.7661,22.4693
3281,2013-01-18,1485.98,15.3571,70.1438,22.4693
3282,2013-01-22,1492.56,15.5037,70.67,22.3908
3283,2013-01-23,1494.81,15.7868,71.0712,22.768
3284,2013-01-24,1494.82,13.8367,70.9405,22.785
3285,2013-01-25,1502.96,13.5108,71.2532,22.9885
3286,2013-01-28,1500.18,13.8159,71.7411,23.0132
3287,2013-01-29,1507.84,14.0741,72.165,23.0946
3288,2013-01-30,1501.96,14.0312,71.978,22.9646
3289,2013-01-31,1498.11,13.9893,72.4492,22.636
3290,2013-02-01,1513.17,13.9325,72.9507,23.0292
3291,2013-02-04,1495.71,13.5856,71.9239,22.627
3292,2013-02-05,1511.29,14.0611,72.158,22.6767
3293,2013-02-06,1512.12,14.0462,72.28,22.5427
3294,2013-02-07,1509.39,14.4639,71.9446,22.4931
3295,2013-02-08,1517.93,14.6733,72.1315,22.7135
3296,2013-02-11,1517.01,14.8278,72.3557,22.9726
3297,2013-02-12,1519.43,14.4549,72.3056,22.9885
3298,2013-02-13,1520.33,14.428,71.4656,23.1126
3299,2013-02-14,1521.38,14.415,71.1322,23.1215
3300,2013-02-15,1519.79,14.2166,71.3918,23.0946
3301,2013-02-19,1530.94,14.2116,71.3524,23.3161
3302,2013-02-20,1511.95,13.8667,71.4008,23.1702
3303,2013-02-21,1502.42,13.7799,71.5728,22.8545
3304,2013-02-22,1515.6,13.9265,72.4216,23.0789
3305,2013-02-25,1487.85,13.6783,73.0963,22.7562
3306,2013-02-26,1496.94,13.8707,73.1544,22.7562
3307,2013-02-27,1515.99,13.7331,73.3668,23.1215
3308,2013-02-28,1514.68,13.6364,73.4976,23.1126
3309,2013-03-01,1518.2,13.2984,73.3314,23.2396
3310,2013-03-04,1525.2,12.9744,72.8642,23.4024
3311,2013-03-05,1539.79,13.3184,73.4337,23.5702
3312,2013-03-06,1541.46,13.1489,74.1969,23.3498
3313,2013-03-07,1544.26,13.3014,74.4123,23.3955
3314,2013-03-08,1551.18,13.3363,75.6554,23.2833
3315,2013-03-11,1556.22,13.5268,75.7942,23.1702
3316,2013-03-12,1552.48,13.2356,75.6928,23.2039
3317,2013-03-13,1554.52,13.2326,76.1659,23.2109
3318,2013-03-14,1563.23,13.3612,76.1168,23.3955
3319,2013-03-15,1560.7,13.7062,76.3902,23.3052
3320,2013-03-18,1552.1,14.078,75.5482,23.3598
3321,2013-03-19,1548.34,14.0392,75.4146,23.4283
3322,2013-03-20,1558.71,13.9654,75.6978,23.5454
3323,2013-03-21,1545.8,13.9853,75.5148,23.3697
3324,2013-03-22,1556.89,14.2694,76.0833,23.4858
3325,2013-03-25,1551.69,14.3203,75.2916,23.4114
3326,2013-03-26,1563.77,14.2466,75.4912,23.4114
3327,2013-03-27,1562.85,13.9654,75.801,23.5871
3328,2013-03-28,1569.19,13.6743,76.4039,23.7748
3329,2013-04-01,1562.17,13.2506,75.9171,23.7847
3330,2013-04-02,1570.25,13.2775,76.8406,23.9455
3331,2013-04-03,1553.69,13.3443,76.0676,23.743
3332,2013-04-04,1559.98,13.2127,77.1249,23.7678
3333,2013-04-05,1553.28,13.0741,77.7307,23.8602
3334,2013-04-08,1563.07,13.1679,77.7928,23.7678
3335,2013-04-09,1568.61,13.1907,77.4563,24.6196
3336,2013-04-10,1587.73,13.461,77.7858,25.1736
3337,2013-04-11,1593.37,13.418,78.1685,24.0537
3338,2013-04-12,1588.85,13.2775,79.3978,23.9356
3339,2013-04-15,1552.36,12.9685,78.2894,23.8532
3340,2013-04-16,1574.57,13.1689,78.9681,24.0874
3341,2013-04-17,1552.01,12.4441,78.5884,23.9723
3342,2013-04-18,1541.61,12.111,78.1055,23.9356
3343,2013-04-19,1555.25,12.0642,76.5829,24.7397
3344,2013-04-22,1562.5,12.3155,76.1237,25.6302
3345,2013-04-23,1578.78,12.5477,76.46,25.4406
3346,2013-04-24,1578.79,12.5268,77.4229,26.4046
3347,2013-04-25,1585.16,12.6155,77.362,26.5545
3348,2013-04-26,1582.24,12.8897,77.3265,26.4303
3349,2013-04-29,1593.61,13.2865,78.312,27.1124
3350,2013-04-30,1597.57,13.6773,78.2795,27.5214
3351,2013-05-01,1582.7,13.5726,77.7003,27.2027
3352,2013-05-02,1597.59,13.7631,78.2235,27.5711
3353,2013-05-03,1614.42,13.9016,78.8825,27.846
3354,2013-05-06,1617.5,14.2336,78.2314,28.0565
3355,2013-05-07,1625.96,14.1698,78.3957,27.6942
3356,2013-05-08,1632.69,14.3283,77.3698,27.4291
3357,2013-05-09,1626.67,14.2056,76.4039,27.1521
3358,2013-05-10,1633.7,14.086,76.7974,27.1789
3359,2013-05-13,1633.77,14.1418,76.9351,27.4648
3360,2013-05-14,1650.34,13.8029,77.5607,28.0714
3361,2013-05-15,1658.78,13.3353,78.1349,28.3425
3362,2013-05-16,1650.47,13.5148,77.5006,28.5341
3363,2013-05-17,1667.47,13.473,77.8232,29.1933
3364,2013-05-20,1666.29,13.773,77.8232,29.37
3365,2013-05-21,1669.16,13.6723,78.2795,29.1774
3366,2013-05-22,1655.35,13.7241,77.9737,28.9738
3367,2013-05-23,1650.51,13.7481,77.4328,28.5906
3368,2013-05-24,1649.6,13.8437,76.8663,28.6928
3369,2013-05-28,1660.06,13.7261,77.5911,29.3194
3370,2013-05-29,1648.36,13.8367,75.9171,29.2012
3371,2013-05-30,1654.41,14.0422,74.9798,29.3283
3372,2013-05-31,1630.74,13.9853,74.5963,29.224
3373,2013-06-03,1640.42,14.0162,75.6673,29.7979
3374,2013-06-04,1631.38,13.9724,75.983,29.2934
3375,2013-06-05,1608.9,13.8417,74.4801,29.1177
3376,2013-06-06,1622.56,13.6344,74.6798,29.2707
3377,2013-06-07,1643.38,13.7381,75.9171,29.8633
3378,2013-06-10,1642.81,13.6484,76.882,29.6996
3379,2013-06-11,1626.13,13.6065,75.8758,29.1684
3380,2013-06-12,1612.52,13.441,75.8837,29.3034
3381,2013-06-13,1636.36,13.5576,76.3804,29.0692
3382,2013-06-14,1626.73,13.3732,76.0243,28.8011
3383,2013-06-17,1639.04,13.434,76.2712,29.3034
3384,2013-06-18,1651.81,13.427,77.0492,29.2857
3385,2013-06-19,1628.93,13.1539,76.3224,28.961
3386,2013-06-20,1588.19,12.9615,74.7634,28.0397
3387,2013-06-21,1592.43,12.8608,75.1037,27.848
3388,2013-06-24,1573.09,12.5188,75.148,28.2322
3389,2013-06-25,1588.03,12.5208,75.329,28.1886
3390,2013-06-26,1603.26,12.3773,76.3479,28.7575
3391,2013-06-27,1613.2,12.2467,76.9754,28.9838
3392,2013-06-28,1606.28,12.4031,76.4699,28.9212
3393,2013-07-01,1614.96,12.7262,77.1023,28.7674
3394,2013-07-02,1614.08,13.0133,77.1869,28.4139
3395,2013-07-03,1615.41,13.0851,77.5153,28.4736
3396,2013-07-05,1631.89,12.9794,77.1338,28.6433
3397,2013-07-08,1640.46,12.9076,77.1515,28.7385
3398,2013-07-09,1652.32,13.1339,77.235,28.7575
3399,2013-07-10,1652.62,13.0841,77.2282,29.0523
3400,2013-07-11,1675.02,13.2865,77.8526,29.8783
3401,2013-07-12,1680.19,13.2635,78.4645,29.8633
3402,2013-07-15,1682.5,13.2915,77.8222,30.2833
3403,2013-07-16,1676.26,13.3782,77.9254,30.3647
3404,2013-07-17,1680.91,13.3822,77.3226,29.922
3405,2013-07-18,1689.37,13.426,77.3806,29.6718
3406,2013-07-19,1692.09,13.2147,77.4544,26.2874
3407,2013-07-22,1695.53,13.2566,75.3742,26.7998
3408,2013-07-23,1692.39,13.0283,74.7399,26.6418
3409,2013-07-24,1685.94,13.6982,74.6631,26.755
3410,2013-07-25,1690.25,13.6364,75.3044,26.2785
3411,2013-07-26,1691.65,13.7142,75.7195,26.474
3412,2013-07-29,1685.33,13.9255,75.5975,26.4056
3413,2013-07-30,1685.96,14.097,75.983,26.6647
3414,2013-07-31,1685.73,14.0721,75.7598,26.6568
3415,2013-08-01,1706.87,14.2026,76.4699,26.5138
3416,2013-08-02,1709.67,14.3841,76.6253,26.6995
3417,2013-08-05,1707.14,14.5995,76.7079,26.5386
3418,2013-08-06,1697.37,14.4679,76.2309,26.4413
3419,2013-08-07,1690.91,14.4589,75.9515,26.8425
3420,2013-08-08,1697.48,14.432,75.7282,27.5383
3421,2013-08-09,1691.42,14.2276,75.4056,27.3755
3422,2013-08-12,1689.47,14.6283,74.9571,27.5214
3423,2013-08-13,1694.16,15.3243,74.5028,27.173
3424,2013-08-14,1685.39,15.6034,74.2382,27.2772
3425,2013-08-15,1661.32,15.5844,73.6815,26.8037
3426,2013-08-16,1655.83,15.724,73.4042,26.8115
3427,2013-08-19,1646.06,15.8945,73.7503,26.4681
3428,2013-08-20,1652.35,15.6852,73.767,26.6588
3429,2013-08-21,1642.8,15.725,73.4632,26.6508
3430,2013-08-22,1656.96,15.745,73.7346,27.307
3431,2013-08-23,1663.5,15.6832,73.4799,29.2984
3432,2013-08-26,1656.78,15.745,73.6196,28.7932
3433,2013-08-27,1630.48,15.2933,73.2596,28.0427
3434,2013-08-28,1634.96,15.3671,74.2146,27.843
3435,2013-08-29,1638.17,15.3911,73.8665,28.2869
3436,2013-08-30,1632.97,15.3393,73.475,28.1578
3437,2013-09-03,1639.77,15.2933,73.6,26.8801
3438,2013-09-04,1653.08,15.6094,74.0976,26.2944
3439,2013-09-05,1655.08,15.5037,74.4881,26.3391
3440,2013-09-06,1655.17,15.5944,74.9553,26.2626
3441,2013-09-09,1671.71,15.8447,75.1027,26.6945
3442,2013-09-10,1683.99,15.4828,75.447,27.307
3443,2013-09-11,1689.13,14.6403,75.8915,27.6048
3444,2013-09-12,1683.42,14.7969,75.6712,27.5641
3445,2013-09-13,1687.99,14.5537,75.806,27.85
3446,2013-09-16,1697.6,14.09,76.0843,27.6535
3447,2013-09-17,1704.76,14.2516,76.2476,27.7627
3448,2013-09-18,1725.52,14.5467,76.8554,28.0932
3449,2013-09-19,1722.34,14.7839,76.2476,28.3653
3450,2013-09-20,1709.91,14.6303,75.4558,27.6436
3451,2013-09-23,1701.84,15.3581,75.7519,27.6048
3452,2013-09-24,1697.42,15.3103,76.1364,27.3655
3453,2013-09-25,1692.77,15.073,76.0155,27.4093
3454,2013-09-26,1698.67,15.2215,76.458,27.6256
3455,2013-09-27,1691.75,15.1129,75.625,28.0496
3456,2013-09-30,1681.55,15.0102,74.9139,28.0565
3457,2013-10-01,1695.0,15.2734,74.8549,28.3106
3458,2013-10-02,1693.87,15.3243,74.192,28.5976
3459,2013-10-03,1678.66,15.1328,73.7189,28.5489
3460,2013-10-04,1690.5,15.1209,73.7386,28.5668
3461,2013-10-07,1676.12,15.2675,73.475,28.0754
3462,2013-10-08,1655.45,15.0551,73.1484,27.8343
3463,2013-10-09,1656.4,15.2335,72.6272,27.8847
3464,2013-10-10,1692.56,15.3273,73.5409,28.4636
3465,2013-10-11,1703.2,15.4259,73.77,28.7762
3466,2013-10-14,1710.14,15.5276,73.7553,29.0473
3467,2013-10-15,1698.06,15.6084,73.0364,29.082
3468,2013-10-16,1721.54,15.6862,74.1477,29.2051
3469,2013-10-17,1733.15,15.7918,74.3405,29.4434
3470,2013-10-18,1744.5,15.9314,74.13,29.4762
3471,2013-10-21,1744.66,16.3202,73.6541,29.503
3472,2013-10-22,1754.67,16.2734,74.0671,29.1545
3473,2013-10-23,1746.38,16.4328,73.3599,28.4636
3474,2013-10-24,1752.07,16.6502,73.7258,28.4279
3475,2013-10-25,1759.77,16.4648,73.8025,30.1245
3476,2013-10-28,1762.11,16.5884,74.2599,29.9925
3477,2013-10-29,1771.95,16.1737,74.792,29.9478
3478,2013-10-30,1763.31,16.4308,74.7753,29.9657
3479,2013-10-31,1756.54,16.4578,75.1558,29.8505
3480,2013-11-01,1761.64,16.2784,75.7145,29.9567
3481,2013-11-04,1767.93,16.4897,75.7735,30.3032
3482,2013-11-05,1762.97,16.4478,75.8473,30.8938
3483,2013-11-06,1770.49,16.4,76.2319,32.1915
3484,2013-11-07,1747.15,16.1357,75.687,31.6176
3485,2013-11-08,1770.61,16.39,75.5395,31.8528
3486,2013-11-11,1771.89,16.3412,75.6003,31.694
3487,2013-11-12,1767.69,16.372,76.043,31.4985
3488,2013-11-13,1782.0,16.392,76.3961,32.1656
3489,2013-11-14,1790.62,16.6303,75.9663,32.0575
3490,2013-11-15,1798.18,16.5296,75.4707,31.9035
3491,2013-11-18,1791.53,16.3282,76.0352,31.3654
3492,2013-11-19,1787.87,16.3571,76.2928,31.2125
3493,2013-11-20,1781.37,16.2155,75.9506,31.4994
3494,2013-11-21,1795.85,16.408,76.0764,31.7735
3495,2013-11-22,1804.76,16.3661,76.5191,31.9165
3496,2013-11-25,1802.48,16.4907,77.0256,31.973
3497,2013-11-26,1802.75,16.7947,76.4659,31.7298
3498,2013-11-27,1807.23,17.1906,76.2072,31.9392
3499,2013-11-29,1805.81,17.5086,76.4502,32.391
3500,2013-12-02,1800.9,17.3561,75.7755,32.6649
3501,2013-12-03,1795.15,17.8306,75.6731,32.5448
3502,2013-12-04,1792.81,17.7897,75.1441,33.082
3503,2013-12-05,1785.03,17.8804,74.9257,32.2817
3504,2013-12-06,1805.09,17.6323,76.0017,32.5885
3505,2013-12-09,1808.37,17.8336,75.1519,32.8853
3506,2013-12-10,1802.62,17.8067,74.9257,32.3741
3507,2013-12-11,1782.22,17.6741,74.793,31.9472
3508,2013-12-12,1775.5,17.6481,73.8822,31.6196
3509,2013-12-13,1775.32,17.4577,74.1497,31.1699
3510,2013-12-16,1786.54,17.5525,74.9434,31.3317
3511,2013-12-17,1781.0,17.4737,74.1015,31.022
3512,2013-12-18,1810.65,17.3421,75.3191,31.0736
3513,2013-12-19,1809.6,17.1427,74.7005,30.7946
3514,2013-12-20,1818.32,17.2872,75.7755,31.2622
3515,2013-12-23,1827.99,17.9502,75.6083,31.1083
3516,2013-12-24,1833.32,17.8744,75.8,31.4994
3517,2013-12-26,1842.02,17.7538,76.0322,31.8053
3518,2013-12-27,1841.4,17.6342,76.0903,31.6792
3519,2013-12-30,1841.07,17.4607,76.1659,31.6792
3520,2013-12-31,1848.36,17.6621,76.1817,31.7823
3521,2014-01-02,1831.98,17.4159,75.6948,31.5699
3522,2014-01-03,1831.37,17.032,75.8,31.3565
3523,2014-01-06,1826.77,17.1258,75.2552,30.6934
3524,2014-01-07,1837.88,17.0031,75.6731,30.9326
3525,2014-01-08,1837.49,17.1118,74.909,30.3766
3526,2014-01-09,1838.13,16.8925,74.9503,30.1821
3527,2014-01-10,1842.37,16.7799,75.2179,30.6148
3528,2014-01-13,1819.2,16.8685,74.4566,29.7154
3529,2014-01-14,1838.88,17.2046,74.7624,30.3945
3530,2014-01-15,1848.38,17.5495,74.9503,31.2284
3531,2014-01-16,1845.89,17.4508,75.4204,31.3396
3532,2014-01-17,1838.7,17.0231,74.5322,30.9068
3533,2014-01-21,1843.8,17.2892,74.6534,30.7261
3534,2014-01-22,1844.86,17.365,74.4958,30.5216
3535,2014-01-23,1828.46,17.5116,74.8401,30.6328
3536,2014-01-24,1790.29,17.1936,74.1438,31.2701
3537,2014-01-27,1781.56,17.3331,73.8585,30.6079
3538,2014-01-28,1792.5,15.9483,73.9422,30.8125
3539,2014-01-29,1774.2,15.7669,73.1367,31.142
3540,2014-01-30,1794.19,15.736,73.6471,31.3138
3541,2014-01-31,1782.59,15.761,73.9343,32.1458
3542,2014-02-03,1741.89,15.7908,73.0324,30.9902
3543,2014-02-04,1755.2,16.0181,73.0905,30.88
3544,2014-02-05,1751.64,16.1387,73.4741,30.4302
3545,2014-02-06,1773.43,16.2325,74.5412,30.7351
3546,2014-02-07,1797.02,16.4598,75.3113,31.0567
